,rating,reviewContent,clean_text
176,1,"Barang Bagus, Kualitas jg oke.. tpi sygnya unt yg silver dganti gold.. lain kali klo kosong jgn di pajang ya gan.. jdi gak terlanjur nge-klik, lbh update produk aj sih tepatnya.. trimakasi",barang bagus kualitas oke sygnya unt silver dganti gold kali kosong pajang ya juragan lanjur ngeklik update produk sih tepat trimakasi
177,2,bagus.. cuma sayang cleanernya gak sesuai gambar dimana disitu ada kuasnya... sedangkan kenyataanya dapat cotton buds.. tapi secara keseluruhan bagus. trims...ulasan ditolak,bagus sayang cleanernya sesuai gambar mana situ kuas kenyataanya cotton buds bagus trimsulasan tolak
178,1,barang sampai dlm waktu 3 hari,barang
179,2,pengiriman ok.packaging ok kurir ok tapiiiiii koq isinya cuma 57.19GB......bintang 3 aja dech,kirim okpackaging ok kurir ok tapiiiiii koq isi gbbintang dech
180,2,tidak sesuai gambar dan deskripsi,sesuai gambar deskripsi
181,2,"Akhirnya sampai jga. Awalnya sempat kecewa sih krna gk sesuai tgl nyampenya, telat 1 minggu. Semuanya lengkap mulai dri hdd dan bonus2nya. Belum dicba sih, ntar lgi cba. Seller nya fast respon, tpi yg jdi mslah itu jasa pngirimannya. Packingannya rapi, tidak ada yg rusak.",kecewa sih sesuai tanggal nyampenya telat minggu lengkap hdd bonus dicba sih cba jual nya fast respon jasa pngirimannya packingannya rapi rusak
182,1,"barang cepet sampai, normal semua, kapasitas sesuai, bonus full, thx, rekomended banget, tips:lebih bagus lagi kalo packingnya di box/dus, biar lebih aman... mantul lah...",barang cepat normal kapasitas sesuai bonus full terimakasih rekomended banget tipslebih bagus packingnya boxdus biar aman mantul
183,1,"sesuai pesanan, bonusnya juga lengkap.",sesuai pesan bonus lengkap
184,1,"pengiriman cepat, bungkusan rapi sehingga diperjalanan ga gampang rusak. free goodies nya jugaa sukaaa~",kirim cepat bungkus rapi jalan gampang rusak free goodies nya jugaa sukaaa
185,2,"Tidak sesuai gambar,tidak ada obeng,dan tidak ada dompet/kantung pelindung yg ada digambar,tolong diperbaiki",sesuai gambartidak obengdan dompetkantung lindung digambartolong baik
186,2,"Barang sampai tidak sesuai deskripsi, tidak ada oben didalamnya, so far pengiriman sesuai estimasi. Hanya kelengkapan saja lainnya sudah bagus",barang sesuai deskripsi oben dalam far kirim sesuai estimasi lengkap bagus
187,0,Barang ready??,barang ready
188,2,Barang ready gan?,barang ready juragan
189,0,"Dari segi packing cukup bagus, kondisi fisik barang terlihat bagus dan bahan yg digunakan cukup lumayan, elegan dan simpel menurut saya.tapi sayang, begitu dicoba barang tidak berfungsi. Hanya lampu indikator saja yg menyala. tidak terdeteksi sama sekali di windows.",segi packing bagus kondisi fisik barang bagus bahan lumayan elegan simpel sayatapi sayang coba barang fungsi lampu indikator nyala deteksi windows
190,2,barang sampe thanks ya. cuman ko botolnya pecah. minus nya packing barangnya kurang rapi dan kurang aman,barang terimakasih ya ko botol pecah minus nya packing barang rapi aman
191,1,okokokokookokokokokokokokokokokokokok,okokokokookokokokokokokokokokokokokok
192,1,banyak bonusnya,bonus
193,2,pesan barang yang tipe basic kok yang di kirim tipe ready semoga awet,pesan barang tipe basic kirim tipe ready moga awet
194,1,normal... packing rapi... berfungsi... recomended...,normal packing rapi fungsi recomended
195,0,Kenapa saya pesan ini yang dtang mlah jam digital ? Apkah bisa di retur,pesan jam digital apkah retur
196,2,"Bagus barangnya , tapi ga sesuai kapasitas yg diiklankan . Pas ditester hanya dapat 56 gb dari 64 Gb",bagus barang sesuai kapasitas iklan pas tester gb gb
197,2,"Bagus barangnya , tapi ga sesuai kapasitas . Pas ditester hanya dapat 14gb saja .",bagus barang sesuai kapasitas pas tester gb
198,1,"plashdisk sesuai dengan gambar dan ORIGINAL ada hologram ASTRINDO GENUINE PRODUCT, estimasi pengiriman cepat satu hari pesan hari jum'at datang hari senin pukul 11.20 karena hari sabtu-minggu libur pengiriman saya paham, belum saya coba mudah-mudahan awet dan kapasitas sesuai 32 GB, makasih LAZADA terima kasih k1m1",plashdisk sesuai gambar original hologram astrindo genuine produk estimasi kirim cepat pesan jumat senin sabtuminggu libur kirim paham coba mudahmudahan awet kapasitas sesuai gb terimakasih lazada terima kasih
199,1,"bagus, tapi panas, wajar metal.",bagus panas wajar metal
200,2,Mantul meski gak 32 full tapi murah dan gak murahan,mantul full murah murah
201,2,"barang ok, tapi proses pengiriman agak lambat",barang ok proses kirim lambat
202,0,xxnnxif,xxnnxif
203,0,MOHON BATALKAN PESANAN SAYA KARENA SAYA BERADA DILUAR KOTA,mohon batal pesan luar kota
204,2,Barang bagus dan rapi,barang bagus rapi
205,0,"saya kira ini sudah ada hardisknya, ternyata masih harus beli lagi.  ini cuma alat transfernya doang.  jadi tidak kepake ini barang",hardisknya beli alat transfer pakai barang
206,2,Hardisk Saya udah Kena Bad Sector Dikarenakan Copy Paste Juga Lama -_- Apa Gw Salah Pilih Sata? Seharusnya Yang USB TO USB Lah,hardisk kena bad sector copy paste salah pilih sata usb usb
207,0,"Barang nya cepet datang, packing rapi. Tapi BARANG GAK BISA DI PAKE !!!",barang nya cepat packing rapi barang pakai
208,0,"barang sudah saya Terima, tetapi saat digunakan tidak berfungsi 😡",barang terima fungsi
209,0,"Unitnya bagus berjalan normal, tapi saya pesan 3 unit,2 kabel usb gak bsa dipake,error gak connect",unit bagus jalan normal pesan unit kabel usb dipakeerror connect
210,2,barang recomended tapi nginep di ekspedisinya kelamaan,barang recomended inap ekspedisi
211,1,Barang berfungsi dengan baik... Thx bos...,barang fungsi terimakasih bos
212,0,pesanan gue kok ga sampe one day service padahal gue pesen pake gojek.,pesan one servis pesan pakai gojek
213,2,bagus barangnya,bagus barang
214,2,Barang ok kiriman cepat,barang ok kirim cepat
215,1,"Packing rapi, barang no cacat",packing rapi barang nomor cacat
216,1,"Copy paste oklah, mudah - mudahan awet.",copy paste oklah mudah mudah awet
217,1,"barangnya sudah sampai, pengirimannya cepat, barangnya udah di tes OK, mudah2an awet",barang kirim cepat barang tes ok mudah awet
218,1,ok,ok
219,2,Gan ini hardisk apa case doang,juragan hardisk case
220,2,Sis kok kabelnya gk nyambung ya? Jadi ke laptopnt kyk kendor gtu,sis kabel nyambung ya laptopnt kendor
221,0,Warna Silver Ready kaga bos? Thanks bos.,warna silver ready bos terimakasih bos
222,1,Pengiriman cepat & kualitas barang ok banget,kirim cepat kualitas barang ok banget
223,1,"Original Product, semoga awet dan di bantu jika terjadi apa2. thanks :)",original produk moga awet bantu terimakasih
224,2,barang original mantul,barang original mantul
225,1,"Pengiriman cepat, barang bagus dan sesuai, terima kasih :)",kirim cepat barang bagus sesuai terima kasih
226,1,"Barang dah nyampe dgn slamat, paking rapi, sesuai jadwal. Seller respon jg cepet dan mudah2an seterusnya. Barangnya mantap mudah2an awet. Mksh gan.",barang selamat paking rapi sesuai jadwal jual respon cepat mudah barang mantap mudah awet terimakasih juragan
227,2,bagus,bagus
228,0,di buang,buang
229,2,"Kereeennn, tp tidak ada remotenya",kereeennn remotenya
230,0,Apa Nnt ini bs kredit Gmn sie caranya.....,kredit sie
231,2,Maaf ini ada port u.s.b nya ga,maaf port usb nya
232,0,flash disk ga berfungsi cuy.,flash disk fungsi cuy
233,0,Kenapa bonusnya malah kabel OTG.. Dan bentuk FD nya agak beda ya,bonus kabel otg bentuk fd nya beda ya
234,0,nyesel se nyesel nyeselnya barangnya jelek datengnya lama lama banget tidak sesuai tglnya penjual juga tidak bertanggung jawab gada respon sama sekali dr toko nyesel banget,sesal sesal nyeselnya barang jelek datengnya banget sesuai tglnya jual tanggung respon toko sesal banget
235,2,Mantap,mantap
236,2,siip barang sesuai pesanan,siip barang sesuai pesan
237,2,"Barang nya bagus, materialnya sesuai. Hanya kerapihan pembuatan yang harus lebih ditingkatkan. Terima kasih",barang nya bagus material sesuai kerapihan buat tingkat terima kasih
238,2,"di foto terlihat ukuran hardcase dan harddisk sangat pas. tetapi setelah barang datang dan saya buka ternyata ukurannya lumayan besar tidak seperti di foto. mau saya balikin tapi kok barangnya murah, ya sudah saya pakai aja, gakpapa kok...",foto ukur hardcase harddisk pas barang buka ukur lumayan foto balikin barang murah ya pakai apa
239,0,"Kecewa sekali....pesan saat harbolnas (12-14 Des 2016) pas harga nya murah (sekitar 29k)...eh udah pesan ternyata di akhir bulan pesanan ditolak.... Kapok deh belanja di seller ini, gak tau barangnya gak ada atau takut rugi ngejualnya...",kecewa sekalipesan harbolnas des pas harga nya murah keh pesan pesan tolak kapok deh belanja jual tau barang takut rugi ngejualnya
240,0,"Ukuran yg di gambar td sesuai dgn gambar terlalu besar untuk hdd 2.5"". Warna yg datang merah sedangkan di gambar warna hitam.",ukur gambar sesuai gambar hdd warna merah gambar warna hitam
241,1,"Ternyata barangnya cukup gede, diliat dari gambarnya g terlalu gede, lumayan buat ngelindungin harddisk dari debu, jatuh dari tempat tinggi dan lainnya..makasih ya..",barang gambar lumayan ngelindungin harddisk debu jatuh lainnyamakasih ya
242,2,"Senin tgl 30Nov bayar, kamis 3Des sdh sampai. Packagenya rapi dan bagus, trnyata dimensinya agak besar dari ekspetasi hehehe.. barang murah tapi ditangani dengan profesional. Good Job",senin tanggal november bayar kamis des packagenya rapi bagus dimensi ekspetasi hehehe barang murah tangan profesional good job
243,1,gokil barangnya,gokil barang
244,1,"Alhamdulilah barang cepat sampai,tapi saya memesan warna hitam yang dikirimkan warna biru,dan hardcase kebesaran",alhamdulillah barang cepat sampaitapi mes warna hitam kirim warna birudan hardcase besar
245,2,"Barangnya bagus , fix banget dengan external hardisk dan lebih aman",barang bagus fix banget external hardisk aman
246,2,sesuai banget..,sesuai banget
247,0,"barang terlalu besar untuk ukuran ext hd 2,5"", ni barang ukuran aslinya sekitar 6""... seharusnya judul disesuaikan jd tidak membuat pembeli kecewa.",barang ukur ext hd ni barang ukur asli judul sesuai beli kecewa
248,2,"Warnanya sesuai, pengiriman juga cepat, tapi kegedean sekali barangnya, gak muat untuk hardisk nya",warna sesuai kirim cepat barang muat hardisk nya
249,1,terima kasih sudah dikirim sesuai pesanan saya,terima kasih kirim sesuai pesan
250,0,"Penipuan nih, nanti barang nya digagalkan dengan alasan stok barang habis. Akhirnya uang konsumen tertahan selama 7 hari lebih.",tipu nih barang nya gagal alas stok barang habis uang konsumen tahan
251,0,Mohon tulis harga dengan benar,mohon tulis harga
252,2,Minus nya apa,minus nya
253,0,Ini beneran laptop apa bukan gan? Bisa di gunakan apa nggk??,beneran laptop juragan
254,0,Ni leptop kondisinya gimana,ni leptop kondisi
255,0,Ni laptop speck nya apa.  Barang hidup atau tidak,ni laptop speck nya barang hidup
256,2,"bagus, sesuai yg d harapkan.... gk nysel gk kecewa beli jg. thnks seller n lazada.",bagus sesuai d harap nysel kecewa beli thnks jual n lazada
257,2,"Barangnya cepat sampai,, kondisinya baik. Thank lazada",barang cepat kondisi thank lazada
258,1,"barang dampe dg aman lancar jaya & lebih cepat dari target.. barang, bonus, packing okee.. semoga awet",barang dampe aman lancar jaya cepat target barang bonus packing okee moga awet
259,0,lebih baik cari yg lain,cari
260,1,"Pemasangan mudah dan transfer data jg cepat, tp sayang pengiriman dr lazada nya lama",pasang mudah transfer data cepat sayang kirim lazada nya
261,2,Klo ke toko di bali bisa lewat home kredit?,toko bal home kredit
262,1,saya mau order lagi masih ada gak barangnya,order barang
263,2,Yang dikirim cuma laptop dan tas. Tidak ada bonus yg tertera di judul dan isi deskripsi. Tapi katanya mau dikirim menyusul item-item yg ketinggalan. Lagi menunggu tindak lanjut,kirim laptop tas bonus tera judul isi deskripsi kirim susul itemitem tinggal tunggu tindak
264,2,ternyata yang saya pesan tidak cocok dengan hp saya samsung S8 yang pakai type C. mau tukar ke seller chat saya tidak dibalas dan dibaca,pesan cocok hp samsung s pakai type c tukar jual chat balas baca
265,1,sampai sekarang otg nya masih berfungsi dengan baik..thx,otg nya fungsi baikthx
266,2,bagus barang nya,bagus barang nya
267,2,"kualitas lumayan, tapi tidak sesuai dengan pesanan",kualitas lumayan sesuai pesan
268,1,barang bagus. transfer data cepat. recomended. terimakasih Lazada.,barang bagus transfer data cepat recomended terimakasih lazada
269,2,"segel box dalam kondisi sobek kayanya dah dibuka padahal baru, pembersih",segel box kondisi sobek kaya buka bersih
270,2,"Jika terjadi rusak sebelum habis masa garansi, gimana di kembalikan?",rusak habis garansi kembali
271,2,"barang tidak sesuai deskripsi, kecepatan transfernya lambat",barang sesuai deskripsi cepat transfer lambat
272,0,2GB / 16GB,gb gb
273,1,pesanan tidak cocok dengan gambar nya pesan warna hitam datang warna merah,pesan cocok gambar nya pesan warna hitam warna merah
274,2,"barang lebih cepat datanag, packingnya rapih, barang produknya bagus",barang cepat datanag packingnya rapih barang produk bagus
275,1,"lumayan, sesuai harga",lumayan sesuai harga
276,0,"kualitas sangat mengecewakan,  susah conect.  harus berkali2 di colok baru conect",kualitas kecewa susah hubung kali colok hubung
277,0,Ok banget,ok banget
278,2,"Ya standar sih, lumayan usb 3.0 tapi kayaknya kurang kokoh didalam",ya standar sih lumayan usb kayak kokoh dalam
279,1,"Barang cepat sampai packing bagus, top deh kualitas OK",barang cepat packing bagus top deh kualitas ok
280,1,"Makasih seller, prouk bekerja dengan baik. Pengiriman juga kilat. T O P deh pokoknya.",terimakasih jual prouk kirim kilat t o p deh pokok
281,0,Berapa gb,gb
282,0,"Sy beli disini bbrp minggu yg lalu, baru dipake bbrp hari sdh error, tdk bisa simpan dan baca. Mengecewakan!",beli minggu pakai error simpan baca kecewa
283,0,"Baru dicolokin udah rusak, bunyi ""beep"" berulang ulang.  Untung bisa diretur. Sepertinya dari ekspedisinya.",dicolokin rusak bunyi beep ulang ulang untung retur ekspedisi
284,0,Jangan tipu pembeli Saya beli CANVIO READY Dikirimkan CANVIO BASICS Penjual pasti tahu bedanya Sungguh kecewa,tipu beli beli canvio ready kirim canvio basics jual beda sungguh kecewa
285,0,"MENGECEWAKAN Saya beli CANVIO READY Dikirimkan CANVIO BASICS Penjual pasti tahu bedanya, beda harga beda fitur Sungguh kecewa",kecewa beli canvio ready kirim canvio basics jual beda beda harga beda fitur sungguh kecewa
286,2,"Kurang puas dengan pengiriman Barang  melalui ESL EXPRESS, karena pengiriman Dari jakrta harus transit ke Palembang. tidak langsung ke bengkulu. jadi agak lama sampai.",puas kirim barang esl express kirim jakarta transit palembang langsung bengkulu
287,0,Apakah ada garansi nasional dr Lenovo? Dan kalau saya beli apakah ada nota pembelian untuk klaim garansi? Thx u,garansi nasional lenovo beli nota beli klaim garansi terimakasih
288,1,Barang sampai tepat waktu dan sesuai dengan harapan barang sangat bagus,barang sesuai harap barang bagus
289,2,barang cukup bagus,barang bagus
290,2,"Sudah saya bayar via indomart, tolong segera dikirim ya.",bayar via indomart tolong kirim ya
291,0,barang yang dikirim ga sesuai pesanan orico 6228us3 yang dikirm 619us3 benar benar merepotkan saya kembalikan aja dananya kalo ga bs kirim brg yg benar!!!!!!!,barang kirim sesuai pesan orico us dikirm us repot kembali dana kirim barang
292,1,Barang ok. Pengiriman jg cepat.. hnya saja kok ga ada bonus mouse nya ya,barang ok kirim cepat bonus mouse nya ya
293,1,"thnx gan, sy udah  dpt barangnya tgl 6 psn tgl 8 sore nyampe  bener bener bagus parah dan kualitas produknya beserta bonusnya bener bener mantap parah",thnx juragan barang tanggal psn tanggal sore bener bener bagus parah kualitas produk serta bonus bener bener mantap parah
294,2,lumayan bagus,lumayan bagus
295,2,"Pengiriman 3 hari, tapi dateng dateng warna biru, kaga bisa milih",kirim warna biru milih
296,1,"Bagus dah dicoba berpungsi, mudah2an awet.",bagus coba pungsi mudah awet
297,1,mantap bagus cuma pengiriman super lambat,mantap bagus kirim super lambat
298,1,Mantap. Tpi gantungan kunci nya kurang sesuai.  . Semoga bisa berfungsi ..,mantap gantung kunci nya sesuai moga fungsi
